rating,title,content,date,author
5,My #1,"I’ve been using this app since about 2020 and it is always my go to. Oftentimes I will reach for this over the built in camera app, whether it’s for a snapshot or trying to capture a meaningful moment. I pay the yearly subscription (because I keep forgetting to switch to the lifetime) and it is always worth it for me. My favourite camera app & the kind of app I had been searching for, for YEARS 💗",2026-02-07T08:32:43-07:00,jasminekate.j
5,Very fun to play around with,Great app and not to mention it’s free for some very cool camera options. Please add a favorite camera section,2026-02-07T07:14:49-07:00,iHung
5,I love this app,There are so many camera options and I love all of them!! They give exactly the vintage look I was wanting and now I don’t even feel the need to buy an actual digital camera!,2026-02-06T16:58:52-07:00,*{Daisy}*
1,просит доступ к камере перекидывает в настройки там даже нету этой кнопки,УЖАС!,2026-02-05T23:07:39-07:00,егорхаритонов
5,Incredible,Literally one of the best apps I have. Not the least bit greedy or clunky like some of the other camera apps.,2026-02-04T06:53:13-07:00,iamthe_cowboy
5,App,I’ve been looking for this app everywhere I finally found it it works perfect for my photos I love the cmp35 filter!,2026-02-02T17:45:25-07:00,Brenley1234
5,I love this app!,I absolutely love this app so much. I recommended 100%! Me and my friends love this for vacation and any reason to take photos!,2026-01-30T20:22:39-07:00,Kinsley Mokler
5,Favorite App Could Replace Real Camera,"This app really is the best film app I’ve tried and I’m using it for pretty much everything now. The FQS filter as others have said is the best by far. My only request is to please please please add an auto exposure and auto white balance mode to the FQS. Or even better, custom cameras where we can combine the looks, colors, and character from multiple camera filters to create our own. I would pay even more money just to have that feature. Great app! Highly recommend.",2026-01-28T08:39:09-07:00,shanea1995
3,UI issues,UI is not intuitive,2026-01-25T14:02:03-07:00,Фанат Zombie ate my friend
5,My Dazz Cam review,I love Dazz Can so much!! It makes all of my photos look way better than they were before. I recommend you getting Dazz Cam !.,2026-01-23T17:53:01-07:00,Renii Lemob
3,I love this app but..,Look don’t get me wrong but I loveee dazz cam. the amount of filters you can use is great. but I would really love if you delete the app then reinstall it saves all of your photos. But overall really great app.,2026-01-22T19:42:57-07:00,Kenny_1590455
4,Locator meta data please!,"Great pics, I need to know where all my travel photos are taken so please add it!",2026-01-20T20:19:26-07:00,Mikklers
5,Dazz,Thank you Dazz family! This is no cap the best App for editing 🙌🏼,2026-01-20T09:35:58-07:00,ramycarter_
5,Amazing app! just want one thing added!,"I love this app it’s exactly what I wanted for my photos! However, I wish you could favorite cameras so I could quickly come back to the ones I use most often!",2026-01-20T03:19:27-07:00,PinkPanda620
5,I love this,Makes me not look freakishly white,2026-01-19T17:20:21-07:00,Squishy Mellon
4,The app icon is hideous,I love the app so much but the icon is awful to look at. Please update it to look better with apples apps if you’re going to be exclusive to the App Store anyways,2026-01-18T17:42:12-07:00,AshBcon
1,Fix the GRD R filter bug!,It used to be so warm and nice. Now I choose the warmest thing and it isn’t showing up as warm at all :(,2026-01-18T02:29:29-07:00,ieurur847474
4,Good,Very good,2026-01-17T04:23:28-07:00,Manhandh
1,App does not work!!,"The first day I downloaded features worked fine. Next day decided to pay 20 dollars cause I wanted to access advanced features and camera does not operate when I open the app. Also it selectively allows me to edit photos of at all (sometimes it works, sometimes it doesn’t). I want my money back bro",2026-01-16T23:53:15-07:00,duhsus
3,Confusing to navigate,"While this app has plenty of filter and customization options, unfortunately this app is really challenging to use, because you have to know the terms and names of each filter, effects,  camera by heart to get the desired effect for your image. The effects and editing options. Don't have any example examples listed to next to them. 

This app would be much more user-friendly if there was a preview with every of what a photo would look like with every selection the user makes. Now you have to select settings and then create a photo to understand what those settings are, and you can't select favorites so you keep forgetting, which settings created, which effects.",2026-01-16T21:28:57-07:00,ReciewsbyMe3818
5,Make it available on Android pls,I LOVE THIS APP SO MUCH!! I am using iPhone before but I switched to Samsung and this is one of the app I need please. I still bring my iphone anywhere because I LOVE THIS APP SO MUCH AND USE IT EVERYDAY 😭😭❤️❤️❤️❤️,2026-01-15T18:48:24-07:00,Joanna Santana
5,Great App!,"This app is AMAZING, the only bad thing about it is that you have to use pro for some of the better looking cameras..!",2026-01-11T06:30:31-07:00,Awesome game i love it so much
4,Review,Can u add videos pls.,2026-01-10T08:34:04-07:00,Darriya smith coffee
5,New Update,"Love this app, am a dedicated user and would recommend this to everyone. The recent update from the past week has rendered the app unusable on my end—my device is fully updated and I have tried resetting, uninstalling and reinstalling, checking permissions, you name it. I have also tried using it on another newer device purchased within the past year. No luck. Pls check this out team! Love the app but miss being able to use it!! :(",2026-01-08T13:24:30-07:00,Mimiiiiii403
5,I love it!,Camera lenses look legit and have tons of great choices!,2026-01-06T18:36:14-07:00,J4zm111n
4,Great!!! But one flaw,I love love love this app so very much it makes all my photos look amazing but sometimes the app bugs out and refuses to let me take photos!! I don’t know how to fix this issue and it doesn’t go away when I redownload the app!!,2026-01-06T14:44:37-07:00,Ali 73738
1,App sucks,Can’t even save an image need to pay first 😂,2026-01-05T01:13:07-07:00,byop30
3,“Good,Feeli,2026-01-02T14:19:24-07:00,In deh
5,I love it! Just like an old or digital camera!!,It’s very easy to use and very simple! I love it definitely recommend using😚,2025-12-30T17:15:23-07:00,Mikoandyuki
4,颜色暗,第一次使用，为什么FxR 模式下，照出的颜色非常暗？ 有教程没有,2025-12-30T08:54:23-07:00,old Lee李
5,aaa,"i’ve had this app for a bit because my friend recommended it to me and i absolutely LOVE the camera quality on almost every template and i would very much recommend this to other people. i have told some of my cousins about it and they tried it out, too! im really glad this app is a thing because now i dont have to worry about my photos looking absolutely horrible 😭💕",2025-12-29T20:33:17-07:00,aminaaaaaaaaaaaaaa
4,Missing one feature,"Great app. The only thing is I would really like the in-app camera roll to fully sync with my Photos app. Meaning if I delete a photo from the app, it’ll delete it in my iOS Photos app too. I just want to use it as my default camera app without maintaining two separate libraries. Please give us that option! Thank you.",2025-12-29T10:25:58-07:00,AlavaneW
5,Awesome Cam App + having the option of a one time purchase!,"I love this camera app!!  Great photos, a lot of vintage cameras to choose from, and video cameras.  One wish list would be to mimic the sound recording from the video cameras, but it’s a nit pick.  As of writing this review, you can do a one time purchase of $20, which is in this day and age of annoying subscriptions, have an option to do a one time purchase is almost a luxury!",2025-12-28T14:34:29-07:00,electguitarz
5,No subscription!! 😍,"Oh my god. Okay, I love this app. I am a Hipstamatic Classic user who just recently downloaded this because I also love my instax/polaroid cameras but film is just getting so expensive. I was so, so pleased to find that this app is also not subscription based! I almost cried (literally) with happiness! Thank you so much to the developers, not only for creating such a fantastic app for film fans, but also for giving us a super reasonable, 1 time purchase price! I am always so pleased and happy to support creative people when they don’t take advantage and show they value me as a customer. Thank you again.",2025-12-27T09:44:56-07:00,iSkiatDV
5,نصر,يموتتت حرفياً♥️♥️♥️♥️♥️,2025-12-26T13:20:47-07:00,Hdhhsjshsjsi
5,复古,很喜欢复古的感觉,2025-12-25T15:13:17-07:00,aecdd
5,Love this app!,"Recently purchased this and have been loving it.
My only request is adding more options to iOS shortcuts!
I would love the option to launch a specific camera from an iOS shortcut so I can have multiple cameras in my control center",2025-12-25T04:23:33-07:00,jstan1208
5,Amazing app,Much much better than buying a digi cam,2025-12-23T12:10:35-07:00,Lovelydaisys janet
1,Photos do not upload.,"I used the GRD R camera filter when taking photos of a light parade. I had some really fun memories with my grandma who has now passed. I took lovely photos of everybody. Just to find out that they didn’t save. AT ALL. Whenever i used to GRD R camera filter, they would not save to the in-app gallery or my own photo gallery. I used a different camera and sure they saved, but they didn’t have the photos of my grandmother. I am devastated by this fact and hoping that the team will respond to fix this, so far, no luck. 😕",2025-12-22T21:02:52-07:00,triplea.d
5,great!,this app is good but when taking videos it is very glitchy and slow. very great photos tho and good for was the tic photos and purposes. recommend!!,2025-12-21T17:14:59-07:00,Bri!Anna!!
1,Saves videos at low resolution.,"Sure, I get it, the videos are supposed to look like old dv cams, analog cameras and film cameras, but it’s a bummer that my favorite video profile gets saved at 720p. It makes the filmgrain effect worthless because when viewed on a 4K display the grain turns to mush.",2025-12-20T09:27:32-07:00,illintechnology
4,Simple and easy to use,"This is one of the best camera apps it’s simple and easy to use, and the quality is really pleasing",2025-12-20T04:58:13-07:00,Emeka23
5,Such a fun app,"I've had this app for a few years now and I absolutely love it. The developers are great, they constantly update the app with new features. Honestly I thought this might be similar to some other disposable camera apps where they never really change it but they updated it to match a liquid glass and that's just one example of a time I was blown away by the constant support and update updates they make to the app.  

The great thing is you don't need to pay for it to get a great experience, I did not pay for it for the first two years and I loved it. But then I finally bit the bullet and paid for premium and honestly I think it's worth it too. You get way more filters and it also just feels good to support the developers of an app you're passionate about. Love this app so much i always use it at parties and special events and people were blown away by how cute the photos look! However just a tip for you guys go into settings and make sure you have it save the original photo to your camera roll as well as the edited photo, this will help you make sure you cover your bases in case someone doesn't like the photo that you just took. This is also great because you can go to a party and tell someone ""hey let's use my app""
 and then you take the edited version of the photo with their filter, but you also have the original version, and you can send both to your friends, just in case they don't like to edit. I honestly love this so much because it's the best of both worlds and my friends love it too. Have fun!!",2025-12-19T02:17:01-07:00,sean-sull
3,I paid the $20 but now regret it,"I paid the $20 because genuinely 10/10 fantastic as-advertised quality.

But regret it now because the UX has not been thought out properly and that actively gets in the way of the very function and purpose of this app!

There are too many options and the tap targets are way too small and it is unnecessarily difficult to see preview samples for each camera (am I expected to memorize all of them?!) robbing the moment from joy.

This should feel as ergonomically tight and defined as a real camera at $20 rather than an “app” with carousel-style UI.

Please change your design philosophy behind the UX to make it more of a “ready-to-go vintage camera in the user’s pocket with extremely intelligent and efficient workflows and UX flows for uninterrupted joyful use and experimentation” vs “an iOS app offering filters for the camera”",2025-12-18T18:23:53-07:00,UncannyValley
1,poor user experience but some good sims,"Can’t see the actual simulation you have selected until AFTER taking photo. Frustratingly slow to use and interact with. ui doesn’t remember where you were last scrolling along the camera options, so it resets the end of the list every time you come and go. Not worth the money in my opinion. Would gladly pay for something like this if it had actual live preview for image and frame settings.",2025-12-18T12:30:18-07:00,deetrantee
3,Problem,"Hi, recently I present a problem with the GRD R, I pay de subscription but I can’t use that filter, please help me 😫",2025-12-18T10:54:21-07:00,Jesabelca
5,❤️,"Simplesmente incrível, só amo",2025-12-16T00:39:28-07:00,Elsa Neves
5,This confidential,And that makes it retro,2025-12-15T12:09:02-07:00,ænderson95
1,this is making me mad,okay so the app is not letting me insert pictures into it and it’s only letting me do videos and i downloaded this app so it would put a filter on the pictures so please respond to this so i can find someway to fix this,2025-12-14T18:18:42-07:00,maya6781
5,Amazing.,"Takes very amazing photos, and has outstanding filters.",2025-12-14T12:43:56-07:00,Tokiohotelstr89
2,capture photo failed 😔,"i don't usually write reviews but i absolutely love this camera app, it's so nice to the point my friends even use it to take photos. as much as a i love it i'm giving it a 2 star so it can hopefully get your attention, but i've been using dazz for almost a year and even paid the yearly subscription for those gorgeous cameras. recently i ran into an issue where the camera doesn't load and it says ""capture photo failed!"" it has all permissions for photo and gallery, i never changed them, and even turning it on and off it said the same thing. i deleted the app (rip photos) and reinstalled it, but the camera still doesn't work... i'm not sure what to do and i would hate if i'm unable to use it anymore because it truly is one of my favorite photo apps ever. please help fix this bug 🐛 !!!",2025-12-12T06:43:45-07:00,hunnidbandzz💸
5,Honestly insane,"Ive had this app for a minute and theyve got it dialed bro, i bought the paid version which was like $15 bucks for one time deal, its great, but you can still very much get a lot outta the app without it. Also the fact that on some of the cameras you can import photos and itll apply the same effect is freaking awesome. Great video cameras, GREAT customization abilities. 10/10 would recommend. Cant wait to see what they add next",2025-12-10T07:51:33-07:00,Gideon K.
5,A legit app worth reviewing.,"Loved every single bit of this app. I would highly suggest the developers to not further make any changes to this app because this is right now the most PERFECT film sim app to ever exist. I am not kidding because I rarely review any app unless it is worth the praise. I have been doing photography since last 14 years and I started with phone and later transitioned to professional camera and I do this professionally, which started as a hobby. And after getting this app, I am reliving that moment of using phone to take pictures again and loving every moment of it. I reconsidered the idea of buying a film camera just cause of this app. I am more than happy to experience this. THANK YOU.",2025-12-09T18:52:50-07:00,@shotsbymishu
3,i don't know what happened,at first i loved this app it was my favorite until it wouldn't let me save my photos and the lighting got all weird and now i can't use it anymore because it doesn't even make my photos look good,2025-12-07T13:16:30-07:00,I still like the app though
5,Camera,I loveee there cameras,2025-12-07T09:09:42-07:00,Zali girl
5,I USE THIS APP EVERYDAY!,"This app is incredible! I literally use it everyday for everything it’s so much better than the competitors eg oldroll, proccd, etc. Just 4 things/ideas. 1. A preset feature that you can save exposure, temp, flash to because I have a bunch of different settings for different things and they’re hard to remember. 2. MORE VIDEO CAMS! I love them but I wish there were more. 3.A qr preset scanner so that ppl could post their presets for cams! (Great for online publicity). 4. More cameras that are like green Japanese 90s retro style. Thank you for an actually good camera app!!!!",2025-12-06T01:22:14-07:00,Sterling Davis
5,Love,I love this app so much and have used it for years and always able to find new creative ways to make art,2025-12-04T13:00:22-07:00,MaryjanePBR
3,ANDROID VERSION WHEN,WE NEED THIS ON ANDROID PLEASE I SWITCHED TO ONE RECENTLY AND IM SO SAD THERE IS NO DAZZ CAM 😞,2025-11-28T04:15:05-07:00,coolboyy17
4,Amazing app!,Amazing app so many features! The classic camera was a little weird and I didn’t like it but overall it was amazing!,2025-11-26T13:19:39-07:00,Not saying!🥑🌽
4,Love it but,I love the classic camera but i hate the premium,2025-11-26T12:59:20-07:00,Kinsleym8
1,older iphones can’t use,for some reason i’m unable to import images from my camera roll? apparently it’s not supportive of older iphones,2025-11-26T06:08:46-07:00,lolzahahahhalar
5,Love this app,Literally all the other apps i use has subscription but this one is the best i found and love how pictures turn out!,2025-11-25T17:58:44-07:00,Sabiiiiiiiiiiiiiiiiiiiiiiii :)
1,Writing,"I don’t like that it’s not plain no more, it always have something on my photo after I put the filter on",2025-11-24T17:42:07-07:00,plain jsneeeee
2,App not working,"Every time I open the app I am unable to take photos. Just black screen with the Dazz logo. am very sad to give a bad review, this had been one of my favorite apps for years.",2025-11-22T08:21:49-07:00,Julritre
1,锁屏小组件更新没了,打一星希望能让开发组看到，会改回来的！,2025-11-22T08:18:44-07:00,clydeonas
5,Assessment,Perfect for vintage looks and more camera effects,2025-11-22T07:06:43-07:00,KMiles6000
4,Resolution,I love this camera app! But I recently updated and when I save my pictures to my photo album the resolution is really low and I’m very confused any recommendations?,2025-11-20T22:18:30-07:00,Dazzcamfan
4,Current Issues,"Huge fan of the app, have been using for a few months now. Been great in the past but now experiencing issues when trying to upload images. Every time I try a “cancel” box pops up and the image doesn’t go though",2025-11-20T16:21:20-07:00,jo6mdo90
3,Not working,It won’t let me take pics using the app. It’s just black - I can only import photos. I deleted the app and downloaded it again and it’s still not working,2025-11-20T13:21:59-07:00,rexoragne
5,Where is slow shutter?,"I’ve been using your beautiful app for so long. I really love slow shutter effect, but now I can’t find it. Did you removed this?",2025-11-20T06:48:31-07:00,михунчук
5,#FQS IS THE BEST ON A SUNNY DAY,"SO HAPPY this app isn’t subscription based and is a one time purchase! I love the variety in cameras and my favorite is #FQS. If the sun is bright or the sky is blue: it’ll make your photos look like a sunny 2000s day! I love how it makes the grass pop without going extreme on the vibrance and makes my sky look like a stunning ombre. My photos now look so nostalgic yet timeless, all while retaining the high quality of my iPhone camera.",2025-11-19T13:08:21-07:00,Astrosokhowru
5,Uhm,Uhm very good,2025-11-17T06:04:06-07:00,Fart!!aaggg
4,Great,I like the app but why is it so glitchy sometimes..,2025-11-15T18:27:33-07:00,1738AYeee
4,Need camera control support,"I really like this app and the overall experience is great, but I hope it can add support for camera control button to make it more convenient to use.",2025-11-12T09:37:57-07:00,想要飞翔的鱼
5,Best app ever,"I have this app since almost a year if i am right, and let me tell you that this app is the coolest, it takes wonderful pictures and my friends love it as well!!",2025-11-11T19:09:15-07:00,Love it ♾️
5,Best app I have in my phone,Everything looks better and special,2025-11-10T15:01:34-07:00,Felavg
5,SUGGESTION,Love the app. Suggestion: add a camera that mimics the black and white photo booth pictures plzzzz,2025-11-10T13:04:56-07:00,salty_tomato
3,love the app… but!,why does it keep kicking me out..,2025-11-08T04:20:53-07:00,laninafresaa
5,this app is tuff,i like this app sm cause it got a lots of good filter ideas to chose ands it’s just really cute and like good i guess and i just like it,2025-11-07T18:14:35-07:00,Mx.xx.
5,Camera Control Button,"Love the app, been a frequent user for a while now, however, I just switched to the new iPhones that have the camera control button and found out that dazzcam is not one of the camera app options. Is there a plan for dazzcam to be accessible by the camera control button? Keep up the great work, love the app!!!",2025-11-05T21:10:04-07:00,CameraBro11
5,🫶🏾🫶🏾🫶🏾🫶🏾🫶🏾I love the app,This app is so cute,2025-11-05T13:51:50-07:00,Savani 💖
5,❤️❤️❤️❤️❤️,BEST APP.. we need portrait mode,2025-11-02T10:45:30-07:00,Play naiad
5,Very good.,Please add more VHS effect stuff.,2025-11-02T08:00:20-07:00,AriesCapet
5,Love this app!!,this app is one of my absolute favorite apps i have on my phone. it makes my life so much easier because i don’t have to edit any of my photos. it gives a beautiful vintage camera look with many different FREE looks to choose from. i don’t have pro and don’t need it because the free one is great as it is. i highly recommend this app and i share it with all of my friends. it also saves the photo you take on the app directly to your phone’s camera which is amazing because you don’t have to worry about saving it or downloading it. highly recommend!!!,2025-11-01T05:39:52-07:00,pepperandjazz11
5,Avaliação,Esse aplicativo é excelente eu recomendo muito🩷🩷🩷,2025-10-29T11:27:51-07:00,Suriany Lopes🩷
5,Nice,Nice nice nice nice nice,2025-10-27T14:41:12-07:00,Coconut164
4,Great!!!,I love ittt! It's a little confusing at first but I got the hang of it! Also I wish more options were free but I get that you gotta make money,2025-10-22T15:53:37-07:00,Lulu88:)
5,Great,Great,2025-10-22T15:49:54-07:00,lepd69
4,Great cameras,The app does so much post process work that I would have done. It’s a fun point and shoot and everything you get for free is worth it already !,2025-10-21T07:19:29-07:00,BrownBravo
5,Absolutely Electric!,"I love this camera app so much. I shoot it with an iPhone 16pm and have my action button set to open this app… that’s how often I use it. My one and only request is to add a zoom function to the FQS camera. That’s pretty much the only one that I use, and unlocking the ability for it to use my other two native cameras on my phone would be amazing. Thank you!!!",2025-10-18T11:28:30-07:00,thedeleterofbeers
4,Almost my fav over the others,"I am loving the myriad of camera options. My biggest gripe is with the camera selection screen and the tiny buttons. Camera selection is at least two taps and an additional tap to view a sample. Maybe use an accordion style menu where the expanded view shows sample photos in a horizontal carousel. The menu can also be placed in a mode to reorder or toggle off. This will eliminate the need for current on/off view. I still love the app, but it takes a decent amount of work to sift through. Hope this helps.",2025-10-18T00:59:51-07:00,Todd from HR
5,love it so far,this is dope!! i love the options and variety of camera types. i was wondering if users being able to heart their favorite cameras for easier use later?,2025-10-14T15:58:48-07:00,Quentell12
5,سو ووووو,مسي زق,2025-10-13T05:48:42-07:00,Saif hey
5,So aesthetic,It’s so fun and simple to use!,2025-10-12T12:23:48-07:00,Esteluna!
5,💓,Such ha lovely app please don’t add politics like Snapchat 😔,2025-10-11T08:01:44-07:00,Mohsin Kashif
5,A GENUINELY FUN APP,I just downloaded it and I’ve took a couple of pictures I’m honestly having fun with this its worth the storage,2025-10-11T07:32:00-07:00,ToniBaloneyTheMacaroniPony
3,Great prebuilt filters,"I really do love this app - especially the FXN, but I really wish i could import photos/videos & apply the filter to them.",2025-10-09T07:29:49-07:00,AD5749
5,Download it immegiately,So amazing bro words can’t express especially because its fo da cheap and free,2025-10-06T20:00:44-07:00,1stTuffThought
2,Ccd r issue,Ccd r used to work well in slightly dim lighting but now its always too dark even if the lighting isnt that dark. It might be because of the update cause no matter what setting i change i cant get the same results as before.,2025-10-05T21:42:27-07:00,ugdyxoyrxiydzkhayie
5,i love u,i love u,2025-10-05T15:10:25-07:00,Strawberry!!Bff
5,Heck ya!,Really helps my photography but you should add a contest with different themes!,2025-10-04T18:15:43-07:00,Chilly—-
5,Love It But…,I Love the app but one thing that I’m having trouble with is trying to change the date idk if even can but I need to know how to??,2025-10-02T17:55:10-07:00,Sp33chles
5,very cool,this is a cool app. I recommend it makes photos and videos look really cool. You should get it.,2025-10-02T10:33:15-07:00,prada.b37
4,是否支持相机控制键启动,能否支持通过相机控制键直接打开dazz呢,2025-10-02T08:46:34-07:00,Zzq2048
5,THE BEST.,it’s not money it’s free and no adds!,2025-09-30T11:41:49-07:00,Cami!!💕
4,Dazz Cam,A little bit confusing,2025-09-29T13:26:29-07:00,Urgurrrl🍑
5,Fantastic camera app,This app has great looking vintage video and photo filters and it doesn’t think too much of itself. The app is $20 for a one time charge or $7 a year.,2025-09-27T21:44:36-07:00,ShanStewart
5,Good,This is a really good and free app,2025-09-27T07:16:17-07:00,Yeasswwwwwwwww
5,why i love this app,ok so this app is superrr great but there’s on problem you can’t take the dazz cam filter off of one you took on the app but other than that i loveeeee this app ! 6️⃣7️⃣7️⃣7️⃣,2025-09-25T16:30:04-07:00,TS FAN101
1,Terrible app,"I wish they made it more clear on the effects one can use without in app purchases. I recorded a ten minute long video that I could only attempt once, and after getting the proper take, the app proceeds to tell me my video will not be saved because the effect being used wasn’t purchased. Why let me record the video then?? Absolutely ridiculous.",2025-09-24T21:19:50-07:00,Weezman103
5,My new favorite!,I’ve tried a lot of camera filter apps before but this one has the best free options!,2025-09-23T13:46:07-07:00,Lizzy Shoecraft
5,GET THIS APP ASAP,best app if your looking for good quality pictures beats every other app,2025-09-20T11:56:03-07:00,miasophiech
2,Need to fix mm lengths showing,"I just purchased a 17 pro max and wanted to use the app to test out the mm lengths but nothing shows expect the .5, 1x, and 5x camera zoom. I’m a pro member and yes I did restore purchases. Is this something new or we need an update?",2025-09-20T02:45:11-07:00,Jay Thomas Lewis
4,Urgent! No support for iPhone 17 Pro,"We need 4x and 8x camera for all photo and video camera. Also we need Apple Log 2 Support on DAM, immediately! Also please support opening by camera button.",2025-09-19T12:52:24-07:00,ZeninRofix
4,Camera effect,I lowkey think this is the top 5 or maybe even 3 best vintage cameras you’ll find and it has really good settings. I love the vibe because it’s the vintage vibe that I want and personally my favorite camera is CPM35 because it gives a movie like look and I wished there were more movie and vintage like video effects. Some of the effects u need to pay for and I don’t like paying for apps so I hope they add more free vintage videos. Honestly I really think it’s a good app and congrats for reading all this and thank you.,2025-09-17T20:12:55-07:00,Read pls if u want to download
5,LOVETHISSM,best app ever god,2025-09-14T20:18:55-07:00,zooeisy
3,测光非常差劲,测光不准 无法预览 有出现多次死白或者死黑,2025-09-11T18:30:02-07:00,cestlascorpion
3,no longer has a neutral profile,I used to use this app to take fairly neutral RAW photos that were unaltered. Dazz must be selling photos as data sets to AI companies because original RAW photos are no longer stripping in-box preprocessing.,2025-09-09T12:43:56-07:00,Hollywoodgoonie
5,The best,It gives me the best pictures and I love the pictures it gives me !! 😼,2025-09-04T13:17:58-07:00,The best pictures !!!!!
1,no quiere funcionar la cámara,he intentado muchas veces y no quiere funcionar,2025-09-03T11:17:06-07:00,PPBHN_
5,Note to developers,"I love this so much and I never use my normal camera app anymore, the only problem I have with it is that it isn’t compatible with the camera control button for my phone so I can’t open it with the camera control button, but anyways love the work no ads and the subscriptions are extremely cheap. Ty <3",2025-09-03T07:33:21-07:00,Skitlzfr
5,Great Photos!,"I love point and shoots like the Ricoh GR series and this app really nails the cool, melodramatic look of that camera. I love the R series cameras especially, they really nail the texture and feel of whatever camera they’re mimicking and it makes me love my phone camera again. Some of the non-R series cameras aren’t as convincing to me, but still look quite good. 

One thing that would be cool to see in the future would be manual controls such as ISO and shutter speed, even if it’s just on cameras that would only have these features in real life. The Original V has these features so I know it’s possible! Hopefully it happens.

Great work!",2025-09-02T11:53:27-07:00,luwhowho
1,Video doesn’t work,I spent $20 for the pro version and the video function doesn’t work. Only the camera works. Wouldn’t recommend until bug is fixed,2025-09-01T12:47:38-07:00,Buts stuffing)6(67
5,Best camera app for me!,Love this app and taking videos and photos during concerts is so fun! Also appreciate the one time purchase option 👍🏻 totally worth and recommend!!!,2025-08-31T22:07:06-07:00,elhsa
5,Bueno,Súper bueno,2025-08-26T16:57:28-07:00,Alondra🩷
5,Fantastic,This app is great!! I use it all the time. It looks super cool and it looks like it was rly recorded on the camera you’re using. I use it for short films for found footage also. One of my favorite features is you can go back and make photos and videos look like they were recorded on any camera. Would absolutely recommend. Buy now!!,2025-08-24T19:22:22-07:00,tyler durden :)
5,camera not working,the camera is not turning on?? what is this update,2025-08-23T14:07:36-07:00,bokuwanaze
5,amazing filters,i love this app it is exactly what i look for in digital cameras and there are just too many options to choose from! i love a warm look and i appreciate that every camera has settings where you can adjust the exposure and color and sometimes even the iso its so crazy that i can do all of that on the comfort of my own phone. this app makes my photos have that digicam vibe and everyone is always shocked when i say i took it using my phone! i have pro and there are so many options to choose from and i feel its so worth it just paying the 20 especially considering i take my phone everywhere and dont have to deal with carrying my actual digicam and can get the same look. thank you for creating this it really elevates all my photos ❤️,2025-08-23T12:27:26-07:00,clli4
5,One of the best!,"This camera app (IMO) is one of the best out there. With so many options and various looks to play with, endless. I’ve been using it for over 5 years now and I absolutely love it.  I do wish they allowed us to manager and arrange my favorite lens but hopefully they provided that option soon. Other than that. Perfect!",2025-08-23T07:47:17-07:00,Tony Vic
1,Camera is not appearing,I’ve downloaded this app several times and the camera is still not working. And my phone is up to date,2025-08-21T22:45:43-07:00,Gamell06
5,I love this,"So great to get that vintage feel. I do wish location could be tagged in the photos though! Otherwise, brilliant!

Update: Shortly after posting this review, I found the setting that tags the location. Absolutely perfect. Love the app!!!",2025-08-18T08:04:22-07:00,Spoonertexas
5,Exceptional,"I never write reviews, but this app deserves 6 stars. I’m not usually a fan of trying to digitally emulate the “film look”, it never looks right to me, but Dazz cam does it different. I primarily use the green disposable profile (FQS R), and more recently the new Polaroid camera (PAF R). I remapped the camera button on my Lock Screen to open up Dazz cam because I love it so much, it’s quick and easy to use. I also like how you can only adjust brightness and white balance, you don’t need anything else! The way this camera catches light is just so pleasing. Upgrading to the pro version is a no brainer if you hate the way iPhone “photos” look. I’ve been recommending it to all my friends who love capturing moments",2025-08-15T09:18:51-07:00,Slade Laps
5,Amazing app only missing one thing,Overall with the app being able to give that distinct feeling when seeing the photos. I would like to have the app to be opened by the camera control for the iPhone 16’s,2025-08-14T19:37:50-07:00,Frantic_V53R
5,best camera app,I literally just downloaded this 5 mins ago and I’m already obsessed. If ur thinking about downloading DO IT.,2025-08-08T19:57:38-07:00,ViiviiNel
3,Bug,"I absolutely love, it’s one of my favorites but I don’t know what’s  going on this days, when you open the app it’s frozen and it’s not working",2025-08-08T12:25:19-07:00,Ekker mar
1,Love the app stopped working suddenly,"I love taking photos and these always make it 10x cuter, but suddenly the screen turned black and it doesn’t let me take photos, I deleted other apps and deleted and re installed this one three times, but it never seems to work. Really sad I love using Dazz.",2025-08-07T20:30:24-07:00,aleleolala16
5,jopa,good thing,2025-08-06T08:12:22-07:00,maxxexm
5,5/5,Literally the best filter app I’ve ever used!,2025-08-05T06:43:57-07:00,Nate’s huzz
1,Платно,"Ничего не открывается, все платно",2025-08-04T06:49:00-07:00,Бубылда993
4,ממליצה ברמות,לכל האנשים שרוצים להצטלם במצלמות ישנות זו האפליקציה המושלמת להצטלם יפה מבלי לקרוע את הכיס זה חלום שהפך למציאות רק מאכזב אותי שצריך לשלם כסף לחלק מהמצלמות,2025-08-03T23:27:23-07:00,דף!✨
5,Raur,And don’t really get it but I love this app download it now!!💗,2025-08-03T18:18:40-07:00,fifithegoat
5,cool,"this app is nice and cool, i enjoy the camra quality and it’s rly good",2025-08-01T14:50:01-07:00,do sherlock sjr
2,Womp womp,"Well I got this app cause another app crashed, payed for the extra goodies on this one and low n behold it crashes
 camera wont even open so I export everything delete the app reinstall it camera still wont work and still no setting icon available",2025-07-31T19:09:14-07:00,Well.hmm
5,Can you make the camera CPM35 a video camera for free?,"I love and adore this app, my favorite camera is the CPM35 camera, I adore it with my whole life and I would love if you guys could make it a video camera. It would be totally awesome! And thanks for adding that tile of camera either way🙇🏽",2025-07-29T03:25:28-07:00,ghost..boys
